name;price;expiration
MomCorp Budget Purple Soap #(78160069);$846.58;11/19/2020
Vandelay Incredible Black Shoe #(46596460);$898.48;1/23/2021
Yellow Rustic Pants #(41620745);$756.91;4/2/2022
Blue Durable Gloves #(62970335);$454.07;6/28/2022
Rubber Ball for Nook #(17726904);$314.59;10/20/2026
MomCorp Awesome Turquoise Soap #(23627579);$391.29;10/6/2025
BlackMesa Practical Cyan Mouse #(50233732);$88.31;1/28/2022
Granite Computer for Umbrella #(63303439);$710.98;10/2/2024
Ergonomic Plastic Hat #(16556384);$395.60;12/23/2021
Acme Budget Black Bacon #(16957358);$670.55;3/7/2022
Acme Awesome Pink Chair #(78600076);$943.09;2/10/2022
Fantastic Ceramic Salad #(13324458);$782.43;12/17/2022
Cyberdyne Shoe with WiFi #(63317614);$746.13;9/13/2022
Teal Intelligent Computer #(30626604);$678.50;11/20/2026
Umbrella Pants Limited Edition #(92924069);$493.71;12/14/2024
Intelligent Frozen Sausages #(88527854);$65.35;1/29/2020
Gold Tasty Car #(11457358);$137.85;1/14/2021
Rubber Tuna for Wonka #(56957410);$177.73;3/18/2025
Aperture Salad Lightweight #(26365644);$720.47;1/12/2023
Dharma Refined Black Computer #(63560054);$267.87;5/14/2024
Blue Unbranded Hat #(38095361);$914.21;5/17/2024
Aperture Pants Vintage Edition #(89109824);$682.75;1/25/2020
Soft Keyboard for Acme #(95605241);$883.89;12/4/2025
Globex Chair Limited Edition #(25714922);$851.85;4/1/2020
Stark Luxury Violet Towels #(31489356);$644.21;12/5/2021
Incredible Glass Towels #(85578529);$972.50;2/13/2025
Rustic Soft Cheese #(73976021);$71.63;1/24/2025
Yoyodyne Table Automatic #(52613500);$524.63;3/2/2026
Linen Table for Hooli #(77846882);$132.63;1/31/2025
Small Metal Car #(78705831);$851.05;2/12/2021
Globex Cheese Compact #(14786306);$294.78;3/16/2022
Practical Glass Hat #(77381758);$511.79;8/7/2024
Umbrella Large Purple Shoe #(60643205);$552.88;4/3/2026
Durable Silk Chicken #(44836845);$473.57;1/19/2024
Yoyodyne Fish 2025 Model #(48239464);$941.40;9/5/2025
BlackMesa Incredible Gold Shoe #(70744805);$847.10;3/29/2024
Orange Ergonomic Sausages #(29892452);$836.91;6/4/2025
Hooli Awesome Blue Mouse #(93163884);$596.59;6/7/2020
Initech Handcrafted Cyan Computer #(75595359);$579.02;2/26/2021
Silver Budget Bacon #(92487816);$77.96;5/11/2026
Glass Computer for Initech #(96012934);$27.44;3/20/2021
Bronze Handcrafted Shoe #(36200737);$551.93;11/24/2022
Nook Large Lime Fish #(13388728);$910.21;6/10/2020
Orange Small Pants #(87632240);$891.09;11/9/2022
Wonka Luxury Turquoise Chair #(36476841);$754.79;6/20/2024
Silk Pizza for Nook #(68688037);$178.65;12/27/2021
Pink Incredible Ball #(57841531);$914.50;4/8/2024
Velvet Sausages for MomCorp #(50864811);$941.17;6/8/2022
Blue Intelligent Chair #(39727365);$88.26;12/19/2026
Acme Bike Vintage Edition #(71757167);$625.27;5/21/2020
Massive Pizza with WiFi #(27817635);$125.62;12/2/2026
Budget Ceramic Table #(59958020);$641.42;1/15/2026
Wooden Towels for Weyland #(48390931);$703.14;3/21/2024
Gorgeous Bronze Soap #(32774674);$444.58;10/4/2020
Durable Bronze Pizza #(98772007);$195.50;6/1/2025
Teal Small Towels #(43263480);$520.84;10/24/2023
Blue Refined Car #(59521325);$473.49;7/27/2024
Concrete Computer for Cyberdyne #(21500383);$232.20;1/21/2025
Hooli Salad with WiFi #(68350829);$383.96;8/12/2020
Hooli Licensed Pink Computer #(74605499);$970.48;8/17/2026
Dharma Practical Purple Table #(37091009);$482.74;2/2/2022
Large Glass Pants #(63988684);$322.94;5/21/2025
Grey Large Keyboard #(12837326);$173.72;3/23/2024
Purple Handcrafted Pizza #(46972933);$834.68;1/9/2025
Gold Sleek Fish #(40138004);$895.23;12/23/2022
Luxury Soft Towels #(26879933);$401.79;3/19/2026
Blue Handcrafted Gloves #(85690029);$859.67;7/20/2020
MomCorp Rustic Silver Towels #(37688673);$26.36;9/21/2020
Globex Gloves 2025 Model #(92329773);$768.90;2/1/2025
Fresh Salad for Tyrell #(77328659);$936.26;4/4/2022
Intelligent Plastic Keyboard #(34611588);$107.19;3/17/2024
Orange Small Gloves #(35897701);$711.72;5/30/2020
Purple Practical Soap #(76289658);$325.93;9/1/2021
Blue Refined Keyboard #(40899969);$487.51;6/22/2024
Gorgeous Velvet Pants #(43736898);$379.93;8/9/2023
Granite Cheese for Weyland #(68844756);$540.74;10/14/2026
Blue Incredible Cheese #(13998696);$863.56;7/2/2026
Wooden Computer for Aperture #(60538856);$961.14;3/22/2021
Aperture Salad Manual #(10074983);$789.61;2/6/2025
White Licensed Ball #(41865629);$481.41;8/25/2022
Wayne Chicken Automatic #(27092552);$866.96;5/29/2023
Ceramic Pizza for Tyrell #(16447187);$458.80;8/23/2025
Wayne Ergonomic Gold Pizza #(20398596);$437.88;11/4/2024
White Budget Hat #(66199102);$461.32;7/30/2025
Luxury Fresh Mouse #(86523911);$119.58;11/28/2025
Yellow Refined Car #(77727670);$234.18;11/14/2023
Hooli Towels Fireproof #(31574325);$858.63;8/13/2024
Ergonomic Metal Salad #(96452341);$402.70;12/10/2025
Ceramic Bike for Hooli #(27400353);$467.11;3/22/2023
Luxury Concrete Mouse #(29223733);$110.81;6/7/2026
Massive Sleek Green Towels #(52508870);$274.79;1/8/2024
Weyland Tasty Teal Car #(82679904);$895.90;6/5/2020
Yellow Refined Chicken #(24984259);$477.97;4/2/2022
Cotton Salad for Massive #(36094235);$32.75;10/23/2020
Grey Budget Computer #(32585201);$797.53;4/9/2021
Wayne Practical Green Chips #(92014829);$332.82;6/20/2026
Steel Keyboard for Yoyodyne #(71587159);$753.15;11/6/2024
Globex Refined Yellow Chips #(71425294);$598.96;5/1/2022
Sleek Fresh Hat #(67466914);$883.25;8/27/2024
Wayne Computer Manual #(25754833);$829.68;2/8/2020
Generic Soft Pizza #(62925179);$99.21;5/14/2022
Vandelay Table Portable #(22771958);$682.71;9/24/2024
Orange Intelligent Shirt #(64964394);$576.80;6/22/2020
Bronze Hat for Cyberdyne #(33530187);$817.69;9/26/2022
Generic Copper Table #(21212583);$756.08;11/6/2020
Initech Generic Silver Shirt #(41786908);$93.62;5/14/2022
Unbranded Granite Keyboard #(49942041);$107.86;4/17/2025
Sleek Frozen Ball #(13124610);$663.76;1/2/2024
Massive Licensed Teal Pants #(88187747);$80.23;12/13/2025
Massive Large Red Chair #(87676492);$362.82;7/17/2020
Ceramic Chips for Acme #(89889016);$872.42;9/13/2022
Globex Generic Purple Car #(20800013);$352.38;9/16/2024
Cotton Shirt for BlackMesa #(53978631);$440.20;3/25/2023
Small Bronze Chicken #(59903247);$220.27;1/28/2021
Durable Cotton Tuna #(70112681);$796.21;7/29/2026
Acme Towels Limited Edition #(19829355);$598.95;4/18/2026
Wayne Sausages Recycled #(93437996);$628.18;2/13/2021
Steel Gloves for Stark #(58569676);$74.71;10/12/2024
Acme Chips Recycled #(98118869);$243.17;4/19/2024
Aperture Luxury Green Hat #(42057152);$718.87;5/14/2025
Cotton Tuna for Wayne #(37800201);$548.38;11/20/2024
Granite Fish for Stark #(65670525);$155.09;11/10/2022
Generic Velvet Cheese #(47296353);$219.38;5/27/2024
Refined Frozen Computer #(70369646);$370.36;5/12/2024
Durable Glass Hat #(79998020);$737.51;8/25/2022
Durable Linen Shoe #(45629763);$662.67;4/1/2026
Umbrella Bacon Limited Edition #(29207376);$752.07;7/20/2021
Soylent Soap 2025 Model #(52463223);$750.18;5/30/2025
Cyan Sleek Car #(43119081);$201.17;6/20/2023
Globex Incredible Green Sausages #(87503524);$179.18;8/29/2025
Grey Incredible Chicken #(93475111);$3.13;2/8/2024
Glass Tuna for Initech #(34150992);$137.27;5/8/2023
Ergonomic Leather Chicken #(89247365);$83.54;2/25/2024
Frozen Keyboard for Wayne #(35384760);$159.95;12/9/2022
Cyberdyne Cheese Vintage Edition #(21714936);$530.39;1/5/2023
Dharma Refined Indigo Hat #(60918106);$742.50;8/14/2022
MomCorp Small Violet Hat #(78403252);$150.23;10/5/2020
Cyberdyne Bacon Eco-friendly #(52265201);$483.68;7/26/2022
Licensed Wool Gloves #(60539688);$254.02;5/26/2024
Stark Cheese Automatic #(39492656);$342.68;4/16/2021
Tyrell Salad Lightweight #(69335506);$357.44;4/8/2022
Black Refined Pizza #(21203053);$876.78;1/21/2025
Soft Pizza for Acme #(86752520);$908.02;6/18/2025
Tyrell Chair Portable #(19336025);$80.08;12/6/2025
Umbrella Gloves with WiFi #(19548603);$155.34;3/29/2025
Globex Shoe Lightweight #(59924230);$782.47;9/22/2020
Licensed Glass Mouse #(34019349);$75.20;6/17/2021
Ergonomic Silk Computer #(74486765);$608.13;4/21/2025
Linen Cheese for Initech #(26121062);$154.64;9/1/2026
Steel Bike for Weyland #(13802277);$442.50;12/3/2023
Concrete Hat for Wayne #(51260199);$557.84;7/5/2022
MomCorp Towels Vintage Edition #(64271245);$784.99;8/13/2024
Orange Handcrafted Shoe #(59733438);$331.84;1/18/2021
Cyan Tasty Hat #(43699312);$33.83;2/17/2021
BlackMesa Rustic Cyan Towels #(33366945);$693.53;7/27/2024
Leather Hat for Soylent #(91091018);$390.87;12/13/2020
Concrete Pants for BlackMesa #(32317328);$707.88;6/10/2024
Wayne Handcrafted Purple Ball #(95407280);$965.75;1/5/2020
Nook Practical Turquoise Salad #(26334719);$422.00;4/22/2021
Sleek Steel Cheese #(35541839);$176.60;12/27/2023
Tasty Wooden Mouse #(43453389);$705.30;9/5/2023
Hooli Bacon Collector Item #(63120923);$962.23;5/10/2023
Durable Copper Ball #(31431542);$904.64;2/1/2025
Bronze Hat for Wonka #(11130159);$300.92;2/16/2024
Large Leather Computer #(77193788);$976.33;8/2/2021
Green Gorgeous Computer #(41202712);$397.55;1/19/2022
Metal Sausages for Wonka #(14534533);$464.39;6/24/2022
Wayne Budget White Chicken #(49772951);$536.40;12/10/2020
Umbrella Durable Black Hat #(98506480);$194.50;12/9/2026
Fantastic Leather Computer #(85112360);$516.98;7/18/2023
White Durable Fish #(57961908);$855.44;8/28/2020
Aperture Budget Magenta Bacon #(20927871);$591.73;3/7/2022
Leather Gloves for Acme #(88712562);$149.24;10/21/2026
Frozen Chair for Stark #(37136450);$608.98;8/16/2025
Acme Incredible Bronze Hat #(70511369);$136.07;9/26/2021
Vandelay Mouse Portable #(46977660);$922.12;1/7/2022
Globex Tasty Purple Sausages #(11828664);$307.14;1/8/2020
Metal Sausages for Globex #(16688623);$969.61;9/30/2023
Weyland Rustic Silver Chicken #(11578459);$151.13;1/24/2026
Fresh Car for Wayne #(25551902);$145.46;7/11/2022
Small Ceramic Cheese #(28362707);$664.36;6/8/2021
Magenta Sleek Computer #(31141507);$778.88;4/8/2026
Nook Table Portable #(77383209);$232.80;9/11/2024
Aperture Ergonomic Bronze Bacon #(10575821);$75.69;10/3/2025
Soft Bacon for Dharma #(15848205);$20.67;12/28/2025
Fantastic Bronze Cheese #(28208985);$262.99;3/9/2023
Cotton Tuna for Hooli #(84920901);$347.45;3/5/2023
Small Fresh Sausages #(74050540);$560.45;2/27/2024
Cyberdyne Tasty Green Salad #(55314799);$628.18;7/23/2020
Velvet Towels for Stark #(59746514);$643.81;12/28/2026
Soylent Hat Collector Item #(22317353);$657.43;11/8/2026
Frozen Pizza for Yoyodyne #(27344527);$782.02;7/16/2024
Fresh Bacon for Stark #(16535437);$343.63;5/18/2026
Initech Hat Lightweight #(79355249);$9.98;3/23/2025
Yoyodyne Pizza Battery Powered #(23961230);$27.85;4/25/2022
Plastic Car for BlackMesa #(96731699);$806.77;8/18/2025
Refined Rubber Computer #(34041346);$824.20;2/10/2025
Rustic Wooden Chips #(45199836);$118.86;3/29/2024
Umbrella Hat Eco-friendly #(56491319);$323.66;8/25/2026
Concrete Pants for Globex #(43037123);$848.69;9/10/2021
Small Plastic Pants #(66577839);$669.52;6/6/2020
MomCorp Rustic Gold Car #(48693139);$901.94;6/26/2024
Purple Handcrafted Pants #(70002211);$120.25;6/18/2023
Tyrell Cheese Manual #(40937894);$468.98;8/25/2026
MomCorp Car Lightweight #(58253904);$72.51;4/18/2021
Massive Small Violet Mouse #(24662344);$942.83;9/8/2023
Soylent Large Purple Chicken #(84421486);$421.59;5/4/2021
Initech Keyboard with WiFi #(45031519);$534.57;12/2/2023
Ceramic Cheese for Acme #(22295585);$13.25;6/25/2022
Rubber Pants for Acme #(92802128);$397.30;8/10/2022
Handcrafted Bronze Mouse #(66336983);$191.19;10/31/2022
Massive Luxury Blue Chair #(49743174);$394.59;1/23/2022
Globex Towels Recycled #(19561597);$979.11;6/16/2020
Massive Towels with WiFi #(73962713);$78.02;9/4/2020
Gold Ergonomic Chair #(83106543);$932.97;7/21/2020
Handcrafted Silk Tuna #(96902144);$700.48;6/17/2025
Velvet Pants for Dharma #(67097078);$422.76;3/2/2022
BlackMesa Bacon with WiFi #(70138456);$686.77;5/27/2025
Turquoise Tasty Soap #(51736162);$758.70;8/17/2025
Nook Sleek Magenta Chicken #(56958044);$263.56;6/1/2021
Large Copper Bike #(99242686);$907.81;12/19/2020
Silk Soap for Wayne #(98153141);$645.86;12/13/2021
Luxury Frozen Cheese #(44746696);$190.16;9/12/2021
Incredible Frozen Bacon #(13069093);$926.65;2/3/2022
Globex Car 2025 Model #(97800548);$950.45;8/18/2025
Large Frozen Mouse #(92757491);$268.02;9/15/2024
Wool Cheese for Umbrella #(37034777);$741.93;7/19/2021
Wooden Pizza for Umbrella #(77039629);$281.68;11/4/2020
Magenta Unbranded Pants #(41925064);$18.61;8/27/2023
Durable Frozen Fish #(72702757);$833.80;6/21/2026
Initech Chicken Collector Item #(43993953);$417.84;8/21/2026
Cyberdyne Gorgeous White Bike #(18992103);$745.05;6/14/2026
Luxury Wool Computer #(83689192);$757.85;3/14/2022
BlackMesa Gloves 2025 Model #(42028425);$721.33;12/25/2021
Massive Chicken Fireproof #(14685861);$185.97;11/9/2026
Yellow Unbranded Shirt #(35613933);$284.61;9/14/2023
Leather Keyboard for BlackMesa #(70694894);$713.36;4/6/2025
Luxury Rubber Cheese #(67088450);$909.07;10/13/2024
Yellow Unbranded Chair #(68051672);$459.07;10/2/2024
Massive Practical Blue Mouse #(85186126);$290.43;7/31/2026
Silk Mouse for Dharma #(28277987);$764.47;11/28/2025
Frozen Shirt for Globex #(46237976);$260.22;11/27/2024
Tyrell Bacon Automatic #(49995555);$333.16;7/16/2020
Turquoise Large Bacon #(44791260);$127.87;5/9/2026
Large Glass Ball #(92451523);$338.85;10/31/2021
Linen Hat for Vandelay #(28557729);$42.78;5/8/2023
Hooli Gloves Limited Edition #(46969755);$38.71;8/12/2022
Vandelay Computer Eco-friendly #(65101783);$540.16;12/24/2023
Intelligent Bronze Sausages #(50500009);$609.74;12/4/2023
Soylent Tuna Collector Item #(16513051);$790.27;12/21/2024
Copper Tuna for Vandelay #(56814188);$789.52;5/29/2023
Indigo Handcrafted Tuna #(56532567);$21.63;12/22/2023
Soylent Large Yellow Computer #(85574167);$619.45;3/1/2020
Rubber Gloves for Tyrell #(63155883);$185.90;9/27/2022
Cyberdyne Generic Indigo Table #(99482667);$687.99;9/6/2020
Umbrella Refined Black Sausages #(18440296);$811.43;11/22/2021
Frozen Table for Soylent #(56226239);$753.26;7/22/2026
Initech Generic Lime Pants #(99824672);$728.23;2/26/2021
Dharma Mouse Eco-friendly #(31005911);$748.53;7/23/2025
Sleek Linen Chair #(16283210);$681.50;9/18/2021
Glass Gloves for Umbrella #(57041320);$790.16;10/11/2020
Globex Luxury Silver Ball #(45113183);$513.80;7/24/2021
Vandelay Rustic Grey Computer #(67908729);$541.87;9/1/2022
Yoyodyne Mouse Lightweight #(17130526);$756.46;10/31/2022
Yoyodyne Soap Recycled #(72813587);$713.75;8/16/2024
Stark Chips Vintage Edition #(74690911);$594.73;11/2/2020
Gorgeous Steel Table #(11465734);$791.32;8/24/2022
Rubber Sausages for Wayne #(60021536);$109.17;11/23/2023
Dharma Ball Battery Powered #(54821999);$128.07;11/10/2020
Fantastic Leather Gloves #(27709252);$462.45;10/28/2026
Violet Unbranded Salad #(19154555);$781.41;1/4/2020
Tyrell Refined Lime Hat #(40339666);$829.23;11/9/2023
Glass Mouse for Acme #(78630529);$365.57;8/12/2021
Practical Soft Soap #(76630827);$746.45;9/29/2024
Massive Mouse Manual #(51807189);$202.28;7/29/2025
Glass Towels for Aperture #(23081875);$171.69;1/1/2026
Wonka Unbranded Grey Hat #(97755741);$599.47;7/31/2020
Intelligent Metal Keyboard #(65347531);$250.18;1/25/2023
MomCorp Soap Compact #(35681833);$520.60;6/3/2025
Luxury Steel Soap #(60004917);$537.85;7/9/2021
Handcrafted Leather Sausages #(50433090);$140.03;8/3/2026
BlackMesa Unbranded Silver Tuna #(76819250);$968.75;2/19/2022
Plastic Towels for Aperture #(71301412);$515.50;4/7/2022
Dharma Cheese with WiFi #(95552943);$490.75;5/16/2024
Copper Sausages for Wonka #(78527327);$703.20;11/10/2024
Concrete Chips for Dharma #(79816460);$959.30;4/4/2022
Wayne Licensed Grey Computer #(29172631);$791.63;8/4/2023
Violet Intelligent Pizza #(63972797);$949.41;6/27/2022
Budget Wooden Towels #(56847087);$563.20;12/5/2020
Ergonomic Soft Computer #(18303951);$795.79;10/1/2026
Umbrella Mouse Waterproof #(42712212);$572.07;11/12/2023
Umbrella Computer Collector Item #(22607187);$659.17;10/3/2021
Dharma Tasty Indigo Shirt #(41678709);$565.08;12/19/2024
Dharma Unbranded Silver Keyboard #(62407994);$363.53;7/14/2024
Wooden Bike for Wayne #(38742059);$302.93;6/30/2020
Metal Towels for Wonka #(56925685);$376.33;8/13/2026
Umbrella Shoe Limited Edition #(15605501);$884.60;6/3/2026
Budget Velvet Ball #(34699151);$171.70;6/28/2023
Violet Handcrafted Towels #(23890679);$564.58;1/18/2020
Stark Towels Battery Powered #(42311153);$633.60;2/7/2021
Vandelay Awesome Gold Computer #(85509337);$306.37;6/24/2024
Yoyodyne Mouse Heavy Duty #(84752227);$734.92;3/8/2026
Leather Fish for BlackMesa #(59187256);$104.33;8/10/2023
Massive Gorgeous Magenta Shirt #(28731439);$743.40;1/12/2021
Purple Durable Chicken #(14619507);$30.97;7/17/2025
Acme Bike Waterproof #(29542846);$746.47;4/23/2024
Purple Generic Pants #(34652284);$262.85;12/18/2022
Tyrell Ergonomic Silver Cheese #(57944181);$898.52;11/10/2024
Teal Incredible Pants #(77700056);$206.79;11/15/2024
Tyrell Bacon Automatic #(76075749);$946.53;3/21/2020
Bronze Sleek Shoe #(96036357);$21.89;9/20/2023
Turquoise Incredible Keyboard #(62051972);$322.25;1/29/2025
Fresh Gloves for Yoyodyne #(13538365);$297.22;5/6/2023
Hooli Small Bronze Soap #(58316753);$389.12;5/19/2022
Plastic Bacon for Aperture #(51694993);$843.02;1/14/2025
Ceramic Bacon for Wonka #(50282469);$78.93;10/3/2025
Small Granite Keyboard #(56893230);$440.17;7/23/2020
MomCorp Tasty White Ball #(69298994);$974.15;5/15/2026
Vandelay Awesome Red Car #(84834423);$695.19;8/21/2020
MomCorp Handcrafted Blue Cheese #(92827711);$493.17;9/18/2020
Leather Bike for Cyberdyne #(53165563);$154.91;2/26/2026
Red Incredible Computer #(75182672);$500.41;4/21/2026
Durable Concrete Table #(54922591);$802.94;12/14/2020
Globex Ball Vintage Edition #(28462510);$414.96;11/12/2024
Budget Cotton Hat #(11871337);$355.85;2/24/2026
Hooli Computer 2025 Model #(16248599);$398.14;8/12/2026
Violet Rustic Mouse #(99749243);$676.55;2/24/2020
Turquoise Intelligent Cheese #(75636369);$86.90;10/2/2023
Generic Metal Shoe #(95639863);$405.01;11/20/2021
Acme Durable Silver Shoe #(35206827);$379.22;9/20/2022
Concrete Hat for Weyland #(33097585);$146.58;7/16/2023
Velvet Keyboard for Umbrella #(21259656);$584.60;11/13/2022
Incredible Bronze Keyboard #(28399575);$546.20;12/11/2026
Generic Frozen Computer #(88771129);$588.36;10/22/2020
Gorgeous Concrete Salad #(91560408);$495.96;8/18/2020
Stark Soap Recycled #(23262861);$571.63;8/8/2021
Cyberdyne Sleek Black Tuna #(70849680);$432.25;11/1/2023
Metal Chips for Soylent #(97836403);$590.44;6/2/2020
Ceramic Towels for Globex #(27711953);$875.37;4/17/2022
Stark Unbranded Indigo Chicken #(42036673);$223.39;12/26/2025
Licensed Copper Bike #(13046118);$790.03;5/4/2021
Gorgeous Concrete Ball #(18720907);$125.79;10/20/2020
Wooden Shoe for Vandelay #(96381442);$908.09;5/15/2023
Soylent Sausages Automatic #(22708336);$113.58;4/16/2023
Aperture Awesome Red Tuna #(95180428);$514.21;4/23/2021
Bronze Budget Table #(16328539);$638.77;4/11/2022
Ergonomic Granite Bike #(63809553);$995.43;12/23/2023
BlackMesa Computer 2025 Model #(76789462);$477.45;12/20/2025
Leather Computer for Massive #(96412381);$288.41;10/7/2025
Cyberdyne Soap Heavy Duty #(26106555);$233.64;11/19/2024
Large Linen Hat #(84933775);$862.93;9/27/2023
Bronze Generic Chair #(48886656);$792.19;6/11/2022
Ceramic Chips for Yoyodyne #(89594196);$324.87;1/15/2025
Acme Rustic Silver Gloves #(16105103);$470.70;10/22/2021
Hooli Ball Eco-friendly #(84420897);$850.22;5/24/2026
Globex Licensed Bronze Mouse #(38135672);$319.39;2/27/2023
Umbrella Mouse Limited Edition #(36886620);$835.91;9/20/2020
Large Frozen Chicken #(16533681);$154.51;5/24/2020
Aperture Shirt Vintage Edition #(82399003);$538.03;1/19/2025
Gold Tasty Towels #(14100488);$342.80;8/31/2025
Weyland Computer Lightweight #(82638368);$68.10;8/28/2022
Wooden Car for Stark #(79561717);$236.94;2/8/2024
BlackMesa Licensed Cyan Soap #(56790598);$40.84;2/24/2024
Wayne Mouse Vintage Edition #(16474837);$357.26;6/12/2023
Cyberdyne Bike Manual #(30000858);$118.50;6/4/2024
Hooli Rustic Bronze Chips #(52041332);$408.55;4/3/2025
Unbranded Silk Soap #(80467540);$475.24;11/1/2026
Silver Large Tuna #(29579185);$858.68;4/19/2026
Blue Budget Computer #(76076676);$403.17;10/4/2020
